key,default,fr,en,gb,it;;;;;
payplug_01abf60a14b2f7a636aefbb242c981f7;payplug.checkConfiguration.phpVersion;La version PHP de votre serveur doit être la version 5.3 au minimum;Your server must run PHP 5.3 or greater;Your server must run PHP 5.3 or greater;Il tuo server deve essere su PHP 5.3 o maggiore
payplug_922fcab664e04e713b84bbd0d8a5c422;payplug.checkConfiguration.openssl;Votre serveur doit disposer d’une version 1.0.1 ou supérieure d'OpenSSL;OpenSSL 1.0.1 or later;OpenSSL 1.0.1 or later;Il tuo server deve essere OpenSSL 1.0.1 o successivo
payplug_4e6cb8f062db9b5389f11b30b50358fc;payplug.checkConfiguration.payplugAccount;Votre compte PayPlug doit-être connecté;You must connect your PayPlug account;You must connect your PayPlug account;Devi connetterti al tuo conto PayPlug
payplug_c3041f00ca79d002013f230bd5140f1a;payplug.checkConfiguration.issue;La configuration requise pour utiliser le module PayPlug n'est pas satisfaite. Une fois les problèmes corrigés, actualisez la page ou cliquez sur Vérifier.;Unfortunately at least one issue is preventing you from using Payplug. Refresh the page or click 'Check' once they are fixed;Unfortunately at least one issue is preventing you from using Payplug. Refresh the page or click 'Check' once they are fixed;"Potresti incontrare una difficoltà usando PayPlug. Aggiorna la pagina o clicca \Verifica\\ una volta corretti\\\\""\\""\"""""
payplug_79c15c5c35ff7c9de38c36c2db777a27;payplug.displayPopin.liveMode;Mode LIVE;LIVE mode;LIVE mode;modalità LIVE
payplug_a7e6337e001cbd04f7626d34b35b5448;payplug.displayPopin.enableFeature;Activer une fonctionnalité avancée;Enable advanced feature;Enable advanced feature;Attivare una funzionalità avanzata
payplug_a7b30c636f0247438180c36205cab603;payplug.displayPopin.saveSettings;Enregistrer les paramètres;Save settings;Save settings;Salva le impostazioni
payplug_1a1bbe7f08c890d9f11e03bc277b32e0;payplug.displayPopin.deactivate;Désactiver;Deactivate;Deactivate;Disattiva
payplug_bd8d794d4afa7c7cb260b86355386938;payplug.displayPopin.refund;Rembourser;Refund;Refund;Rimborsato
payplug_bb45a641e039d31a1fc6ea6823175854;payplug.displayPopin.suspendInstallment;Interrompre;Suspend installment;Suspend installment; Annullare la rata
payplug_a00e84654c78b6234306168547e40be5;payplug.displayPopin.deferred;;;;
payplug_e227d8247d5026ce50ba80bee9342974;payplug.gdprCardExport.brand;Marque;Brand;Brand;Tipo di carta
payplug_6a1b87ce4886b6d6b6a242b43656841f;payplug.gdprCardExport.country;Pays;Country;Country;Paese
payplug_e1150f12ca3aa8f005a54690f521ab7b;payplug.gdprCardExport.card;Carte;Card;Card;Carta
payplug_39f046397ac91c1a81db199cbbdc2954;payplug.gdprCardExport.expiryDate;Date d'expiration;Expiry date;Expiry date;Data di scadenza
payplug_953960de2084aeb568cf3e15a1292adb;payplug.getPaymentOptions.card;Carte;Card;Card;Carta
payplug_f124ae13259b9d4edece5b54993512d4;payplug.getPaymentOptions.expiryDate;Date d'expiration;Expiry date;Expiry date;Data di scadenza
payplug_bc6b0c0263e45d9b9affd794a3f826dc;payplug.getPaymentOptions.payDifferentCard;Payer avec une autre carte;Pay with a different card;Pay with a different card;Paga con una carta diversa
payplug_83e60fba69554a5f829488f69458de48;payplug.getPaymentOptions.payCreditCard;Payer par carte bancaire;Pay with a credit card;Pay with a credit card;Pagamento con carta di credito
payplug_b6db54ba27e4a2cd188915c9891bde3e;payplug.getPaymentOptions.payByCardInstallment;Payer en %d fois par carte bancaire;Pay by card in %d installments;Pay by card in %d installments;volte con carta di credito
payplug_8cbbefbbc036d56175fa34cc4ed2fdf4;payplug.getPaymentOptions.invalidAddresses;Indisponible pour le pays spécifié;Unavailable for the specified country;Unavailable for the specified country;Non disponibile per il paese specificato
payplug_9ea5e176a20f9f14c8a7c6d75cd9e084;payplug.getPaymentOptions.invalidAmount;Uniquement entre 100€ et 3000€ d’achat;Only between 100€ and 3000€ purchase;Only between 100€ and 3000€ purchase; Solo tra 100 € e 3000 €
payplug_4929cc1470a0d9160fc0ae0805274694;payplug.getPaymentOptions.invalidCarrier;Indisponible avec ce mode de livraison;Unavailable for this shipping method;Unavailable for this shipping method;Non disponibile per questo metodo di spedizione
payplug_53f4a41ab6d3316c9da1ada62948d722;payplug.getPaymentOptions.invalidCart;Votre panier est indisponible;Your cart is unavailable;Your cart is unavailable;Il tuo carrello non è disponibile
payplug_078ed84f95595cd3a2d3e072e2a10d84;payplug.getPaymentOptions.errorOccurred;Une erreur est survenue;An error has occurred;An error has occurred;C'è stato un errore
payplug_17de4c685248dc4807a28e806605f580;payplug.getPaymentOptions.payWithOney;Payer en %sx par carte bancaire avec Oney;Pay by card in %sx with Oney;Pay by card in %sx with Oney;Paga con la carta in %sx con Oney
payplug_a432f809e2b680ea5e752e570b372393;payplug.hookActionDeleteGDPRCustomer.unableDelete;PayPlug : Unable to delete customer saved cards.;PayPlug : Unable to delete customer saved cards.;PayPlug : Unable to delete customer saved cards.;PayPlug : Impossibile cancellare il save card del cliente.
payplug_5428457c441d4d06d6c1e689d7714348;payplug.hookActionExportGDPRData.unableToExport;PayPlug : Unable to export customer saved cards.;PayPlug : Unable to export customer saved cards.;PayPlug : Unable to export customer saved cards.;PayPlug : Impossibile esportare il save card del cliente.
payplug_ad04da01785298dab5b07e984de48a28;payplug.hookDisplayAdminOrderMain.live;live;live;live;live
payplug_b4eea0f6be993e2ccd15efedd22f77d7;payplug.hookDisplayAdminOrderMain.test;test;test;test;test
payplug_aa9d53b86fba5f60f31f8f352f4ab648;payplug.hookDisplayAdminOrderMain.ongoing;en cours;ongoing;ongoing;in corso
payplug_56be02fc0a037528c968cf3b02e550f0;payplug.hookDisplayAdminOrderMain.paid;PAYÉ;PAID;PAID;PAGATO
payplug_845ae9f74ab3fc63d56d1482f0550fb3;payplug.hookDisplayAdminOrderMain.suspended;interrompu;suspended;suspended;sospeso
payplug_f7fa27acafedc54c28de8c02c063be41;payplug.hookDisplayAdminOrderMain.notPaid;NON PAYÉ;NOT PAID;NOT PAID;NON PAGATO
payplug_783d6e470f89ea53276dd08beea04150;payplug.hookDisplayAdminOrderMain.refunded;REMBOURSÉ;REFUNDED;REFUNDED;RIMBORSATO
payplug_9a6e99a336a1b5a22defc2094e090b92;payplug.hookDisplayAdminOrderMain.partiallyRefunded;PARTIELLEMENT REMBOURSÉ;PARTIALLY REFUNDED;PARTIALLY REFUNDED;RIMBORSATO PARZIALMENTE
payplug_6fedad30658be643e4b71415a5c1eb27;payplug.hookDisplayAdminOrderMain.unavailable;Non disponible en mode test;Unavailable in test mode;Unavailable in test mode;Non disponibile in modalità Test
payplug_a7ae738098d23cf38e5e54b4d7745c6c;payplug.hookDisplayAdminOrderMain.card;Carte;Card;Card;Carta
payplug_5d5f048eeb32b7db2d391ecd63f69a13;payplug.hookDisplayAdminOrderMain.yes;OUI;YES;YES;SI
payplug_dd937b292c4d56258c3d052b234848ea;payplug.hookDisplayAdminOrderMain.no;NON;NO;NO;NO
payplug_278fa2865dfbf530d3d1cc803084f501;payplug.hookHeader.transactionNotCompleted;La transaction n'a pas été effectuée et votre carte n'a pas été débitée.;The transaction was not completed and your card was not charged.;The transaction was not completed and your card was not charged.;
payplug_c103a7a8c6477682b63c04caa7ba3742;payplug.hookHeader.loading;Chargement;Loading;Loading;Caricamento in corso
payplug_d91212e96d7d90b874228f43999f7e4e;payplug.preparePayment.transactionNotCompleted;La transaction n'a pas pu aboutir, et votre carte n'a pas été débitée.;The transaction was not completed and your card was not charged.;The transaction was not completed and your card was not charged.;La transazione non è stata conclusa e non è stato effettuato alcun addebito sulla tua carta.
payplug_c791a267e7913ceb4c969b51687e7523;payplug.preparePayment.fieldsNotCompleted;Au moins un champ n'a pas été completé correctement;At least one of the fields is not correctly completed.;At least one of the fields is not correctly completed.;Almeno un campo non è stato completato correttamente.
payplug_c4371f1eb480bb9579359b8a54dee436;payplug.refundPayment.incorrectAmount;Le montant à rembourser est incorrect;Incorrect amount to refund;Incorrect amount to refund;Importo non corretto da rimborsare.
payplug_7e781f0dc171d0cfdf9dba70bfa4f70e;payplug.refundPayment.amountAtLeast;Le montant à rembourser doit être d'au moins 0.10€;The amount to be refunded must be at least 0.10€;The amount to be refunded must be at least 0.10€;L'importo del rimborso deve essere almeno € 0,10
payplug_5c446e2cf622154c5c2adfb199e5e77a;payplug.refundPayment.cannotRefund;Le remboursement n'a pas été effectué. Assurez-vous que le montant est correct puis essayez à nouveau.;Cannot refund that amount.;Cannot refund that amount.;L'importo non può essere rimborsato.
payplug_27ec39e9a1d6272a48c0b91b8d679443;payplug.refundPayment.errorOccurred;Une erreur est survenue;An error has occurred;An error has occurred;C'è stato un errore
payplug_3eaa3b62815d7a5dd90dbe998c744362;payplug.refundPayment.success;Le montant à été correctement remboursé;Amount successfully refunded.;Amount successfully refunded.;L'importo é stato rimborsato con successo.
payplug_c3cd0891c9ad29c1d74bb4cebc0bc925;payplug.setConfigurationProperties.confirmUninstall;;Are you sure you wish to uninstall this module and delete your settings?;Are you sure you wish to uninstall this module and delete your settings?;
payplug_020c93f3a1786dcd1eba5921b50c09cc;payplug.setConfigurationProperties.keepCards;Toutes les cartes enregistrées par vos clients seront conservées.;All the registered cards of your customer will be kept.;All the registered cards of your customer will be kept.;Tutte le carte di credito del tuo cliente saranno memorizzate.
payplug_72cdf590525ea64bb848c62d4c055b3a;payplug.setConfigurationProperties.removeCards;Toutes les cartes enregistrées par vos clients seront supprimées.;All the registered cards of your customer will be deleted.;All the registered cards of your customer will be deleted.;Tutte le carte di credito del tuo cliente saranno eliminate.
payplug_f527d8dc5e1b22e3fd97ea2bb253108b;payplug.setConfigurationProperties.configureModule;Afin d'accepter les paiements, vous devez configurer votre module en connectant votre compte PayPlug.;In order to accept payments you need to configure your module by connecting your PayPlug account.;In order to accept payments you need to configure your module by connecting your PayPlug account.;Per accettare pagamenti, devi configurare il tuo modulo collegando il tuo account PayPlug.
payplug_ebd1af8a9014068c4dd7ffdec9e7c5ab;payplug.setConfigurationProperties.notPaid;non payé;not paid;not paid;non pagato
payplug_779a5250f73e8a7b12fcfa8e83ae0b94;payplug.setConfigurationProperties.paid;payé;paid;paid;pagato
payplug_e7b9c5b7a8fe259e6c12ce8239860e95;payplug.setConfigurationProperties.failed;échoué;failed;failed;pagamento fallito
payplug_0c8d9f2cbab52f173e62830b23e2c4f0;payplug.setConfigurationProperties.partiallyRefunded;remboursé partiellement;partially refunded;partially refunded;rimborsato parzialmente
payplug_5b83778d10bdd7c3ff091a93b1286458;payplug.setConfigurationProperties.refunded;remboursé;refunded;refunded;rimborsato
payplug_eee37319eddb9a9510e03db5b37abde9;payplug.setConfigurationProperties.onGoing;à venir;on going;on going;in corso
payplug_b17f424277b3ae648edcead5333a7fca;payplug.setConfigurationProperties.cancelled;annulé;cancelled;cancelled;annullato
payplug_8fa58593d06773fe158018a5eecb06d3;payplug.setConfigurationProperties.authorized;autorisé;authorized;authorized;autorizzato
payplug_178a1778e1eae5441f2dd79bacd94900;payplug.setConfigurationProperties.authorizationExpired;autorisation expirée;authorization expired;authorization expired;autorizzazione scaduta
payplug_4184226d54ba4ad13a534c30e72e58f5;payplug.setConfigurationProperties.oneyPending;Oney en attente;Oney pending;Oney pending;Oney in attesa
payplug_19157a39b29e8ca1d158d1222ca5536a;payplug.setConfigurationProperties.abandoned;Abandonné;abandoned;abandoned;Abbandonato
payplug_90fd33b1ec48694b0fbb6e28ae7d9b30;payplug.submitAccount.credentialsNotCorrect;;;;
payplug_590106f30df9af8c52fd754d5f824411;payplug.submitSettings.settingsNotUpdated;;;;
payplugvalidation_cef5ffe1ea30cca7818c988c27467aed;The transaction was not completed and your card was not charged.;La transaction n'a pas été effectuée et votre carte n'a pas été débitée.;The transaction was not completed and your card was not charged.;The transaction was not completed and your card was not charged.;La transazione non è stata conclusa e non è stato effettuato alcun addebito sulla tua carta.
payplugvalidation_ce2d9931d650f844d0e49ba70cf68376;Oney 3x;Oney 3x;Oney 3x;Oney 3x;Oney 3x
payplugvalidation_f9932dff56316ff55d6280cfeb91846e;Oney 4x;Oney 4x;Oney 4x;Oney 4x;Oney 4x
adminpaypluginstallmentcontroller_b718adec73e04ce3ec720dd11a06a308;ID;ID;ID;ID;ID
adminpaypluginstallmentcontroller_c89e900cc5ca9744094b101499e7f7ce;Installment ID;ID paiement fractionné;Installment ID;Installment ID;Rata ID
adminpaypluginstallmentcontroller_1e63d1811556fc2dad106dcbd4217a69;Payment ID;ID paiement;Payment ID;Payment ID;Pagamento ID
adminpaypluginstallmentcontroller_5d4710f9a8250b13164a82c94d5b00d1;Order reference;Référence;Order reference;Order reference;Riferimento
adminpaypluginstallmentcontroller_ce26601dac0dea138b7295f02b7620a7;Customer;Client;Customer;Customer;Cliente
adminpaypluginstallmentcontroller_ac2e397ffc0808f909e9712ca575c121;Order total;Total commande;Order total;Order total;Totale dell'ordine
adminpaypluginstallmentcontroller_e6091f4bfdc5f8b7921ac78ca6ed47a0;Installment payment #;Numéro d'échéance;Installment payment #;Installment payment #;Rata #
adminpaypluginstallmentcontroller_8dabefa15f1904e2e5e4f3b430ac6842;Installment amount;Montant échéance;Installment amount;Installment amount;Importo della rata
adminpaypluginstallmentcontroller_9ffda6fe3fafd7dce4c184512c2fccb4;PayPlug payment status;Statut Paiement Payplug;PayPlug payment status;PayPlug payment status;Status del pagamento PayPlug
adminpaypluginstallmentcontroller_44749712dbec183e983dcd78a7736c41;Date;Date;Date;Date;Date
adminpaypluginstallmentcontroller_0095a9fa74d1713e43e370a7d7846224;Export;Export;Export;Export;Export
ajax_f51396ebc5142204e3d187dd8097b15d;Incorrect amount to refund;Le montant à rembourser est incorrect;Incorrect amount to refund;Incorrect amount to refund;Importo non corretto da rimborsare.
ajax_f0516f2e40049866cf48ee09765bf881;The amount to be refunded must be at least 0.10 €;Le montant à rembourser doit être d'au moins 0.10€;The amount to be refunded must be at least 0.10 €;The amount to be refunded must be at least 0.10 €;L'importo del rimborso deve essere almeno € 0,10
ajax_2197bc57f08292482b9ed1e905fb79cb;Cannot refund that amount.;Le remboursement n'a pas été effectué. Assurez-vous que le montant est correct puis essayez à nouveau.;Cannot refund that amount.;Cannot refund that amount.;L'importo non può essere rimborsato.
ajax_8db5bd2272b51b3525ad7661c10d8b2b;An error has occurred;Une erreur est survenue;An error has occurred;An error has occurred;C'è stato un errore
ajax_96fe48f26db5ef9012806cdc0605e74f;Amount successfully refunded.;Le montant à été correctement remboursé;Amount successfully refunded.;Amount successfully refunded.;L'importo é stato rimborsato con successo.
ajax_018e79acf2129521e285ad211e6b1912;Order successfully updated.;La commande a été mise à jour avec succès.;Order successfully updated.;Order successfully updated.;Ordine aggiornato correttamente.
dispatcher_cef5ffe1ea30cca7818c988c27467aed;The transaction was not completed and your card was not charged.;La transaction n'a pas pu aboutir, et votre carte n'a pas été débitée.;The transaction was not completed and your card was not charged.;The transaction was not completed and your card was not charged.;La transazione non è stata conclusa e non è stato effettuato alcun addebito sulla tua carta.
php_version_484e842f99d03422fa10151e75ab98b9;admin.phpversion.heading;PRESENTATION;PRESENTATION;PRESENTATION;PRESENTAZIONE
php_version_371b6a7f7531bc89aa4c813a8f98f9c6;admin.phpversion.title;La solution de paiement qui augmente vos ventes;The payment solution that increases your sales;The payment solution that increases your sales;La soluzione di pagamento che aumenta le tue vendite
php_version_11f45251bf119ff45530345f807aa965;admin.phpversion.headlist;PayPlug offre aux e-commerçants tous les avantages d’une solution complète de paiement en ligne.;PayPlug provides merchants all the benefits of a full online payment solution.;PayPlug provides merchants all the benefits of a full online payment solution.;PayPlug fornisce ai rivenditori tutti i vantaggi di una soluzione completa di pagamento on line.
php_version_48633807d82bf30dc50da6f4e0947ff4;admin.phpversion.card;Acceptez toutes les cartes CB, Visa, MasterCard françaises et internationales;Accept all Visa and MasterCard credit and debit cards;Accept all Visa and MasterCard credit and debit cards;Puoi accettare tutte le carte di credito e debito Visa e MasterCard
php_version_ec36b20c94c8267c75e8522a139189bd;admin.phpversion.integrated;Affichez le formulaire de paiement directement dans votre boutique, sans redirection;Display the payment form directly on your website, without redirection;Display the payment form directly on your website, without redirection;Mostra il modulo di pagamento direttamente sul tuo sito, senza redirezione
php_version_1b1efef90fc217b58f77abba192ddc67;admin.phpversion.custom;Personnalisez votre page de paiement en utilisant votre design et vos couleurs;Customise your payment page with your own colours and design;Customise your payment page with your own colours and design;Personalizza la tua pagina di pagamento con i tuoi colori e design
php_version_46c402e7f69e54d4ddfdb026157195a8;admin.phpversion.secure;Évitez la fraude en utilisant le 3D-Secure;Avoid fraud by using Verified by Visa and MasterCard Secure Code;Avoid fraud by using Verified by Visa and MasterCard Secure Code;Evita la frode usando Verified by Visa and MasterCard Secure Code
php_version_2198405cb62d1a36f7824ad094260221;admin.phpversion.automatic;Mise à jour des commandes automatique et confirmation par email;Automatic order update and email confirmation;Automatic order update and email confirmation;Aggiornamento automatico dell'ordine e mail di conferma
php_version_f683d3e42054dfba0264b623e35be77f;admin.phpversion.history;Interface permettant la gestion des paiements et l'export CSV des transactions;Web interface to manage and export transaction history;Web interface to manage and export transaction history;Interfaccia web per gestire ed esportare lo storico delle transazioni
php_version_096f5099565dd56d7c8d1c76bb8197a7;admin.phpversion.fast;Disponibilité des fonds sur le compte bancaire sous 2 à 5 jours ouvrés;Funds available on your bank account within 2 to 5 business days;Funds available on your bank account within 2 to 5 business days;Fondi disponibili sul tuo conto bancario entro 2 o 5 giorni lavorativi
php_version_6880cdbc64b3ac7fbaa8db1c93d8ce0f;admin.phpversion.wrongPhpVersion;La version de PHP que vous utilisez n'est pas compatible avec cette version du module PayPlug car elle est antérieure à PHP 5.6.;The version of PHP you are using is not compatible with this version of the PayPlug plugin because it is prior to PHP 5.6.;The version of PHP you are using is not compatible with this version of the PayPlug plugin because it is prior to PHP 5.6.;La versione PHP che stai utilizzando non è compatibile con questa versione del modulo Payplug, in quanto precedente a PHP 5.6.
php_version_6c55f8dc7a5345a058639f6e4781e5b8;admin.phpversion.beforeLink;Rendez-vous sur notre ;Go to our ;Go to our ;Visita la nostra 
php_version_c98af6170031f29c3eb458d5c1436efe;admin.phpversion.link;page support;support page;support page;pagina di supporto
php_version_57c04380845c79b92174b346a4018392;admin.phpversion.afterLink; pour récupérer une version compatible avec votre boutique.; to obtain a version compatible with your store.; to obtain a version compatible with your store.; per ottenere una versione compatibile con il tuo negozio online.
admin_uninstall_configuration_96f4b8e98e77cb6409c71ef3b166da19;Uninstall configuration;Désinstaller  la configuration;Uninstall configuration;Uninstall configuration;Disinstalla la configurazione
admin_uninstall_configuration_39cd5fc4ef81a34cf31927fea2f9a043;Keep cards;Garder les cartes;Keep cards;Keep cards;Mantieni le carte
admin_uninstall_configuration_832033570386564995e06477d4057abf;Enable Debug mode;Activer le mode debug;Enable Debug mode;Enable Debug mode;Attiva la modalità Debug
admin_uninstall_configuration_7469a286259799e5b37e5db9296f00b3;YES;OUI;YES;YES;SI
admin_uninstall_configuration_f5b9feca9ae5347976ca001437662708;Disable one click payment;Désactiver le paiement en un clic;Disable one click payment;Disable one click payment;Disattiva il pagamento one click
admin_uninstall_configuration_c2f3f489a00553e7a01d369c103c7251;NO;NON;NO;NO;NO
admin_uninstall_configuration_b17f3f4dcf653a5776792498a9b44d6a;Update settings;Mettre à jour les paramètres;Update settings;Update settings;Aggiorna le impostazioni
admin_740819a7dc6b0b1a8a7fa0c871d9b878;PRESENTATION;PRESENTATION;PRESENTATION;PRESENTATION;PRESENTAZIONE
admin_500f0e02dead20d5160ed144ae2ba846;The payment solution that increases your sales;La solution de paiement qui augmente vos ventes;The payment solution that increases your sales;The payment solution that increases your sales;La soluzione di pagamento che aumenta le tue vendite
admin_21316ef9b6abdf52d0dd1ee8ef0549ba;PayPlug provides merchants all the benefits of a full online payment solution.;PayPlug offre aux e-commerçants tous les avantages d’une solution complète de paiement en ligne.;PayPlug provides merchants all the benefits of a full online payment solution.;PayPlug provides merchants all the benefits of a full online payment solution.;PayPlug fornisce ai rivenditori tutti i vantaggi di una soluzione completa di pagamento on line.
admin_2c12dc7813a322ee5a9c56d1515c9c13;Accept all Visa and MasterCard credit and debit cards;Acceptez toutes les cartes CB, Visa, MasterCard françaises et internationales;Accept all Visa and MasterCard credit and debit cards;Accept all Visa and MasterCard credit and debit cards;Puoi accettare tutte le carte di credito e debito Visa e MasterCard
admin_a280a5026f18f89359a0c62fb2036ece;Display the payment form directly on your website, without redirection;Affichez le formulaire de paiement directement dans votre boutique, sans redirection;Display the payment form directly on your website, without redirection;Display the payment form directly on your website, without redirection;Mostra il modulo di pagamento direttamente sul tuo sito, senza redirezione
admin_b230aa6048c68c81234e04a860c2cb14;Customise your payment page with your own colours and design;Personnalisez votre page de paiement en utilisant votre design et vos couleurs;Customise your payment page with your own colours and design;Customise your payment page with your own colours and design;Personalizza la tua pagina di pagamento con i tuoi colori e design
admin_8d002532f8aaa402d78e01b944878379;Avoid fraud by using Verified by Visa and MasterCard Secure Code;Évitez la fraude en utilisant le 3D-Secure;Avoid fraud by using Verified by Visa and MasterCard Secure Code;Avoid fraud by using Verified by Visa and MasterCard Secure Code;Evita la frode usando Verified by Visa and MasterCard Secure Code
admin_1d8b5ba4e8dabf85facf6e37c5dbe2e3;Automatic order update and email confirmation;Mise à jour des commandes automatique et confirmation par email;Automatic order update and email confirmation;Automatic order update and email confirmation;Aggiornamento automatico dell'ordine e mail di conferma
admin_0da08d6f9dcebff50b6dc8cc1a7ff3b1;Web interface to manage and export transaction history;Interface permettant la gestion des paiements et l'export CSV des transactions;Web interface to manage and export transaction history;Web interface to manage and export transaction history;Interfaccia web per gestire ed esportare lo storico delle transazioni
admin_5f183c4202884334e2f48c094ea06ee2;Funds available on your bank account within 2 to 5 business days;Disponibilité des fonds sur le compte bancaire sous 2 à 5 jours ouvrés;Funds available on your bank account within 2 to 5 business days;Funds available on your bank account within 2 to 5 business days;Fondi disponibili sul tuo conto bancario entro 2 o 5 giorni lavorativi
admin_0e4fefcc7f5461ca828af1703f00c28b;For more information about installing and configuring the plugin, please consult;Pour toute question concernant l'installation et la configuration du module, vous pouvez consulter l'article disponible sur;For more information about installing and configuring the plugin, please consult;For more information about installing and configuring the plugin, please consult;Per ulteriori informazioni sull'istallazione e configurazione del modulo, si prega di consultare
admin_b862e9f2904096707cab3be27c18aaf0;this support article;la page suivante;this support article;this support article;il seguente articolo del Support
